0,12,12
1,12,12
2,12,12
3,12,12
4,12,12
5,12,12
6,12,12
7,12,12
8,12,12
9,12,12
10,12,12
11,12,12
12,12,12
13,12,12
14,12,12
15,12,12
16,12,12
17,12,12
18,12,12
19,12,12
20,12,12
21,12,12
22,12,12
23,12,12
24,12,12
25,12,12
26,12,12
27,12,12
28,12,12
29,12,12
30,12,12
31,12,12
32,12,12
33,12,12
34,12,12
35,12,12
36,12,12
37,12,12
38,12,12
39,12,12
40,12,12
41,12,12
42,12,12
43,12,12
44,12,12
45,12,12
46,12,12
47,12,12
48,12,12
49,12,12
50,12,12
51,12,12
52,12,12
53,12,12
54,12,12
55,12,12
56,12,12
57,12,12
58,12,12
59,12,12
60,12,12
61,12,12
62,12,12
63,12,12
64,12,12
65,12,12
66,12,12
67,12,12
68,12,12
69,12,12
70,12,12
71,12,12
72,12,12
73,12,12
74,12,12
75,12,12
76,12,12
77,12,12
78,12,12
79,12,12
80,12,12
81,12,12
82,12,12
83,12,12
84,12,12
85,12,12
86,12,12
87,12,12
88,12,12
89,12,12
90,12,12
91,12,12
92,12,12
93,12,12
94,12,12
95,12,12
96,12,12
97,12,12
98,12,12
99,12,12
100,12,12
101,12,12
102,12,12
103,12,12
104,12,12
105,12,12
106,12,12
107,11,11
108,12,12
109,12,12
110,12,12
111,12,12
112,12,12
113,12,12
114,12,12
115,12,12
116,12,12
117,12,12
118,12,12
119,12,12
120,12,12
121,12,12
122,12,12
123,12,12
124,12,12
125,12,12
126,12,12
127,12,12
128,12,12
129,12,12
130,12,12
131,11,11
132,12,12
133,12,12
134,12,12
135,12,12
136,12,12
137,12,12
138,12,12
139,12,12
140,12,12
141,12,12
142,12,12
143,12,12
144,12,12
145,12,12
146,12,12
147,12,12
148,12,12
149,12,12
150,12,12
151,12,12
152,12,12
153,12,12
154,12,12
155,12,12
156,12,12
157,12,12
158,12,12
159,12,12
160,12,12
161,12,12
162,12,12
163,12,12
164,12,12
165,12,12
166,12,12
167,12,12
168,12,12
169,12,12
170,12,12
171,12,12
172,12,12
173,12,12
174,12,12
175,12,12
176,12,12
177,12,12
178,12,12
179,12,12
180,12,12
181,12,12
182,12,12
183,12,12
184,12,12
185,12,12
186,12,12
187,12,12
188,11,11
189,12,12
190,12,12
191,12,12
192,12,12
193,12,12
194,12,12
195,12,12
196,12,12
197,12,12
198,12,12
199,12,12
200,12,12
201,12,12
202,12,12
203,12,12
204,12,12
205,12,12
206,12,12
207,12,12
208,12,12
209,12,12
